TELEFONO;EMAIL;NOME;COGNOME
3455003190;pal_ionut@hotmail.it;Eddo;Pal ionut
3470573990;brun4-t30d0r4n1@gmail.com;Bruna;Teodorani
3485397463;moianov@tim.it;Violo;Moiano
3479768574;mostefanovich@tim.it;MosË;Stefanovich
3464441137;uguccione-balice@gmail.com;Uguccione;Balice
3483931996;cavaterra07@virgilio.it;Amleto;Cavaterra
3451283739;ro-cusin@yahoo.com;Rossino;Cusin
3486485940;ama-carrara@hotmail.it;Amato;Carrara
3471369350;arsi.ranfi@gmail.com;Arsilia;Ranfi
3471882061;gromala.liborio@yahoo.com;Liborio;Gromala
3499937154;z4n3ll1m4nl10@hotmail.com;Manlio;Zanelli
3473515879;olemozito@alice.it;Olemo;Zito
3463835163;lcvgooy@libero.it;Simmaco;Bruni
3463328963;v-cauteruccio@libero.it;Venanza;Cauteruccio
3498276081;isonza68@yahoo.com;Isonza;Donatini
3470740797;disolinaverastegui_pereyra@alice.it;Disolina;Verastegui pereyra
3465777657;de_santis-mondino@hotmail.com;Mondino;De santis
3479096763;toso99@tim.it;Simmaco;Toso
3472967369;glopez@gmail.com;Gasparre;Lopez
3464712724;wa.huaman_lopez@virgilio.it;Waldemaro;Huaman lopez
3481062390;gr3c0-p@alice.it;Pier andrea;Greco
3450359382;amerindo.ceccarelli@alice.it;Amerindo;Ceccarelli
3482773172;zurzolo.c@hotmail.it;Calcedonia;Zurzolo
3480267133;miralda09@tim.it;Miralda;Fossaroli
3453052448;cangini-s@yahoo.com;Seleno;Cangini
3468490726;mildetaifi@yahoo.com;Milde;Taifi
3478173139;liliano29@hotmail.com;Liliano;Mincuzzi
3492093161;roldo06@hotmail.com;Roldo;Orlando
3499567175;eda-narducci@virgilio.it;Eda;Narducci
3471279423;modesta.pinna@hotmail.com;Modesta;Pinna
3464046757;matteotti50@gmail.com;Matteotti;Tazzari
3462495992;zak.lina@hotmail.it;Lina;Zak
3477703268;policarpo@alice.it;Eracleo;Policarpo
3492450717;f0.sp0l3t1n1@hotmail.it;Foca;Spoletini
3494133107;xaszyyzzua@libero.it;Marietto;Moukrim
3480411102;vi.pagano@libero.it;Vicenzo;Pagano
3473983231;orviano27@virgilio.it;Orviano;Amato
3461837226;antiococarina@hotmail.com;Antioco;Carina
3488214341;scjmwwvxcakzvthdnwe@yahoo.com;Violanda;Sala
3487215438;m4sgr1gn4@alice.it;Mariannino;Sgrigna
3494544278;zi.pelo@tim.it;Zilia;Pelo
3457229058;fredesvinda46@yahoo.com;Fredesvinda;Giuliani
