TELEFONO;EMAIL;NOME;COGNOME;
3477502236;marianita-giorgi@gmail.com;Marianita;Giorgi
3486155271;geppina.pacini@alice.it;Geppina;Pacini
3493793316;niane.juri@yahoo.com;Juri;Niane
3475832442;appi.graffiedi@yahoo.com;Appia;Graffiedi
3457964879;bruni73@libero.it;Leano;Bruni
3464682989;zenina-l@alice.it;Licinio;Zenina
3459872150;estelio46@hotmail.it;Estelio;Simonetti
3483199454;0538155189@libero.it;Cirilla;D'alessandro
3488464319;valtero-sposato@tim.it;Valtero;Sposato
3457588717;veneziano91@libero.it;Veneziano;Piras
3458005008;m4.brun1@hotmail.com;Marietto;Bruni
3498151322;sasvari55@virgilio.it;Lallo;Sasvari
3451924356;costa58@alice.it;Salutina;Costa
3499308275;luzzi78@hotmail.com;Guerino;Luzzi
3463098445;giorlandina@hotmail.it;Giorlandina;Gubinelli
3479952178;614984@alice.it;Geronima;Serra
3470914667;cla-bugli@hotmail.it;Claudia;Bugli
3478812331;64345064@yahoo.com;Verther;Marini
3480102790;nu.napoli@hotmail.it;Numa;Napoli
3490286155;gindre.reovaldo@gmail.com;Reovaldo;Gindre
3499770990;zeolla06@libero.it;Gavina;Zeolla
3452591089;rosa-vidanalage@hotmail.com;Rosa;Vidanalage
3461279455;a-olivieri@yahoo.com;Amalia;Olivieri
3471103771;a-vassura@gmail.com;Armeno;Vassura
3484429628;pa-ermeti@yahoo.com;Palmarino;Ermeti
3497443386;fe-callegarini@alice.it;Fedelinda;Callegarini
3484213431;fenella-harroud@hotmail.it;Fenella;Harroud
3471189453;colle-t@hotmail.com;Tommasina;Colle
3465996841;oliede43@gmail.com;Oliede;Basile
3476116564;marra07@hotmail.com;Redano;Marra
3496378391;37998989856@gmail.com;Oselio;Celotti
3493076207;naci-amelina@hotmail.it;Amelina;Naci
3496879404;n.proietti@alice.it;Neddo;Proietti
3467167490;giliante.bugli@hotmail.it;Giliante;Bugli
3494527145;arduino34@gmail.com;Arduino;Curcio
3493550088;vaccaro.fa@alice.it;Fausta;Vaccaro
3480243944;sistilia-baldari@tim.it;Sistilia;Baldari
3491870300;apa81@alice.it;Ronzino;Apa
3451792997;b3ll1nz0n1-s4v3r10@hotmail.it;Saverio;Bellinzoni
3476838373;i.milani@yahoo.com;Iovanni;Milani
3452258082;mirto-milutinovic@hotmail.it;Mirto;Milutinovic
3480153158;3rr1ch3tt1.4dd0@virgilio.it;Addolorato;Errichetti
3456763350;brasilino-conti@hotmail.com;Brasilino;Conti
3465690303;iacobelli.e@yahoo.com;Egizio;Iacobelli
3450411914;martini92@libero.it;Contrano;Martini
3464043098;cunegonda67@libero.it;Cunegonda;Baldinotti
3476408298;bonafede.bellino@hotmail.it;Bonafede;Bellino
3496782040;popovici.rosalio@tim.it;Rosalio;Popovici
3456624559;gigliano01@gmail.com;Gigliano;Di Santo
3452208432;desidera@hotmail.it;Desidera;Gori
3469832511;ruttilio@yahoo.com;Ruttilio;Wenz
3480059501;marila52@alice.it;Marila;Sassetti
3462719449;romano.flavia@virgilio.it;Flavia;Romano
3485311614;costantini47@alice.it;Bonifacio;Costantini
3459402654;morino85@hotmail.it;Morino;Martys
3452691636;ezzelina.baronti@hotmail.com;Ezzelina;Baronti
3480238563;disabato85@gmail.com;Norberto;Disabato
3488698249;villani-ero@tim.it;Erode;Villani
3483665100;ponziana06@virgilio.it;Ponziana;Iacobelli
3456265434;esuperio22@hotmail.com;Esuperio;Bento Da Silva
3458094277;aldisio-colli@virgilio.it;Aldisio;Colli
3485174102;lanconelli@libero.it;Evasia;Lanconelli
3461843531;r-d1ruzz4@alice.it;Reginaldo;Di Ruzza
3472466422;cleonice31@hotmail.com;Cleonice;Di Renna
3493573689;donatantonio-ostiglio@yahoo.com;Ostiglio;Donatantonio
